emotion,AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43
happy,0.35649863,0.33605894,0.6298764,0.2684933,0.5750119,1.0,0.59580475,0.20833255,0.0,0.73827964,0.64022917,0.5355278,0.4092467,0.0,0.42778346,0.48548827,0.5355437,0.048291177,0.48885757,0.8193074
happy,0.44480503,0.23036078,0.74211097,0.2445684,0.78735304,1.0,0.64460737,0.8068252,1.0,0.9195071,0.6240245,0.35350725,0.5169984,0.0,0.32059634,0.46493095,0.39636233,0.16360146,0.14923343,0.741252
fear,0.40407032,0.35028434,0.5207643,0.35906374,0.18741426,0.0,0.40771306,0.046073306,0.0,0.18860765,0.35492983,0.13839285,0.45952109,0.0,0.5245784,0.30130106,0.8884895,0.18114275,0.12554003,0.15777783
happy,0.3856439,0.4117416,0.38057712,0.2658323,0.81317276,1.0,0.47433376,0.93224424,1.0,0.90588087,0.72047883,0.30374056,0.5279125,0.0,0.36437762,0.45357263,0.3616996,0.151801,0.19402196,0.7722465
surprise,0.40018618,0.25957793,0.36345297,0.4625268,0.2269229,1.0,0.34521735,0.0054391874,1.0,0.12056435,0.24365106,0.060432184,0.41571346,1.0,0.43009105,0.37390128,0.58291715,0.04744827,0.41551498,0.17777623
disgust,0.41682076,0.3768875,0.45116848,0.26023886,0.25564718,1.0,0.33595258,0.040578295,1.0,0.101818025,0.5045333,0.17180216,0.39390016,0.0,0.4024839,0.45166618,0.040834986,0.13112737,0.26845267,0.25188604
surprise,0.29995468,0.17355779,0.49580184,0.4544424,0.22916017,0.0,0.4715136,0.0047306586,0.0,0.13019735,0.31534618,0.2886324,0.3164052,0.0,0.37610048,0.14345002,0.35946447,0.05793538,0.027694277,0.11608335
angry,0.472723,0.22005293,0.28739598,0.34190354,0.15147075,0.0,0.24988455,0.12963347,1.0,0.105605416,0.53542703,0.37709126,0.45550126,0.0,0.4481205,0.5194568,0.8755237,0.15093106,0.13347514,0.14288166
happy,0.38563916,0.3492554,0.24621078,0.31016946,0.8829478,1.0,0.533504,0.56071514,0.0,0.91953665,0.7624079,0.20569332,0.47677612,0.0,0.30256686,0.37135026,0.5533687,0.1599166,0.40168077,0.7560245
fear,0.34335428,0.21125181,0.723789,0.30638853,0.22825548,1.0,0.46854967,0.025362121,1.0,0.11455618,0.22449492,0.13124949,0.48490936,1.0,0.63781655,0.59572476,0.08386835,0.11458003,0.099978305,0.5049286
disgust,0.3220505,0.11006469,0.8819643,0.28815928,0.4141945,1.0,0.59586865,0.05548068,0.0,0.21899694,0.16073315,0.24386656,0.3887869,1.0,0.7106648,0.025253063,0.9990639,0.8285558,0.053000785,0.3538544
fear,0.4828196,0.3552046,0.53160197,0.30717844,0.24001047,1.0,0.28620532,0.99208117,0.0,0.15674864,0.3885014,0.5642356,0.48389733,0.0,0.29422998,0.6234131,0.052787397,0.073460534,0.5066382,0.250238
sad,0.25749037,0.16968615,0.31776735,0.30657384,0.23460403,0.0,0.2684774,0.20060812,1.0,0.23883615,0.48154005,0.5835406,0.47877482,0.0,0.3865425,0.66562045,0.026715694,0.24970768,0.21190795,0.122961216
surprise,0.48206156,0.43792883,0.516378,0.30933157,0.3145645,1.0,0.33861023,0.68197376,0.0,0.1586594,0.35206124,0.24022618,0.32349384,1.0,0.4437875,0.12413376,0.9968965,0.6839304,0.053319193,0.47051975
happy,0.3583321,0.32718083,0.59822845,0.2552126,0.5288555,0.0,0.55499136,0.91516834,0.0,0.722394,0.5051271,0.49747732,0.37045085,0.0,0.4001809,0.41467777,0.26162413,0.20287824,0.55325335,0.81664413
disgust,0.26937982,0.17436846,0.2952461,0.27407566,0.25659725,0.0,0.36099905,0.03880037,1.0,0.1682763,0.25695324,0.1829388,0.40914577,0.0,0.41513312,0.26877904,0.048381593,0.09788908,0.5090859,0.51818126
neutral,0.30079603,0.20299207,0.38043,0.3169339,0.6198134,1.0,0.42916253,0.009300157,0.0,0.54422545,0.27949622,0.2644742,0.6128637,0.0,0.38521877,0.42815736,0.0633303,0.07047345,0.19168545,0.25047588
surprise,0.3013393,0.21686915,0.24327973,0.607566,0.10395323,0.0,0.15913385,0.044149805,1.0,0.061897635,0.29309392,0.3996163,0.42707065,0.0,0.17985393,0.33082375,0.44093907,0.20053974,0.08579921,0.07055806
angry,0.36471248,0.33367243,0.5067167,0.42729777,0.13696367,1.0,0.15406741,0.060837343,0.0,0.13913336,0.22296536,0.63167703,0.3157582,1.0,0.609726,0.06512411,0.98036677,0.10309621,0.3206873,0.06368769
neutral,0.6067767,0.41898635,0.093381405,0.7220474,0.052078757,0.0,0.122387275,0.0036576858,0.0,0.024918683,0.21928819,0.5059992,0.5939005,0.0,0.55553263,0.34422857,0.124553464,0.107691765,0.030150801,0.1031692
sad,0.25516948,0.2168682,0.41010115,0.2969589,0.30476612,0.0,0.33242032,0.56543195,1.0,0.12965602,0.6440837,0.24802223,0.49435493,0.0,0.4400343,0.6754736,0.13468903,0.2406372,0.13884553,0.13799249
neutral,0.47665146,0.26147085,0.510561,0.27536497,0.21648347,1.0,0.42224884,0.12717296,1.0,0.21321912,0.26401547,0.4497726,0.32301426,0.0,0.4279945,0.50423473,0.23758797,0.09880459,0.38921437,0.19608156
surprise,0.30468556,0.28792936,0.19421536,0.27864894,0.47949377,0.0,0.32343197,0.9494723,1.0,0.20983577,0.60891813,0.59771395,0.43379086,1.0,0.5558445,0.15181893,0.99970144,0.5328726,0.06667756,0.3447464
happy,0.39711657,0.25036108,0.48815888,0.27183747,0.29171696,1.0,0.37693673,0.17097273,0.0,0.2113874,0.5904766,0.07747506,0.35614046,1.0,0.5004231,0.28799522,0.929559,0.23248151,0.10187656,0.34905443
happy,0.43646476,0.38688934,0.32853356,0.38526505,0.48261893,0.0,0.4752164,0.0017028156,0.0,0.6942125,0.6135164,0.27019584,0.42969617,0.0,0.598729,0.57749575,0.62361056,0.044689227,0.11445767,0.52610344
angry,0.367571,0.27756643,0.4020095,0.380114,0.22472262,0.0,0.279742,0.00084384554,0.0,0.16183262,0.20063786,0.1237741,0.50458246,0.0,0.46975234,0.38058493,0.9335948,0.06493901,0.12051361,0.19098994
neutral,0.28952065,0.22702381,0.37398815,0.3010401,0.3390547,1.0,0.35765013,0.23604852,0.0,0.1558605,0.35386175,0.22712287,0.50912476,0.0,0.42202213,0.6011913,0.028054887,0.052239593,0.5635407,0.06325805
surprise,0.3289762,0.2832405,0.55974865,0.32585803,0.42008615,0.0,0.39776063,0.11044454,0.0,0.5304646,0.6884178,0.082886375,0.36639157,1.0,0.28069887,0.16044348,0.9952674,0.33806804,0.08030308,0.07338478
neutral,0.22120266,0.15845113,0.17522985,0.33885095,0.13464567,0.0,0.2767268,0.033372767,1.0,0.13229135,0.36814493,0.2935561,0.46854335,0.0,0.42060584,0.53996193,0.21197997,0.18334466,0.6215315,0.16358015
fear,0.36615908,0.32126045,0.65460396,0.31475168,0.16316,0.0,0.33235118,0.2104323,0.0,0.093837164,0.14008768,0.23466906,0.3818964,0.0,0.7292533,0.24080688,0.846736,0.4415001,0.18110445,0.60229695
surprise,0.32934365,0.25377735,0.24848156,0.34541553,0.28600317,0.0,0.43492034,0.6724708,1.0,0.14964649,0.3342096,0.4275005,0.40136597,1.0,0.7406518,0.0946533,0.99921477,0.18514064,0.05059493,0.19787477
neutral,0.4477666,0.34368944,0.84245765,0.27910915,0.48157948,1.0,0.59751743,0.7107203,0.0,0.5950676,0.7225027,0.35071632,0.48932213,0.0,0.53122836,0.7606106,0.18143183,0.08001276,0.41277552,0.25210124
disgust,0.41269538,0.3377299,0.17127386,0.40351027,0.17421266,0.0,0.15726662,0.0008470026,1.0,0.12611015,0.40983754,0.14892806,0.43611094,0.0,0.5458589,0.3483327,0.6036195,0.2064288,0.13683772,0.072629444
neutral,0.3527789,0.26287994,0.45838812,0.492118,0.171766,0.0,0.39598793,0.14945108,0.0,0.19715852,0.1273277,0.22689977,0.53442603,0.0,0.42156038,0.1829892,0.15221013,0.05948868,0.07084038,0.21103318
angry,0.4666781,0.21299598,0.18348004,0.36244267,0.121288,1.0,0.26118633,0.9920042,1.0,0.22011918,0.34026617,0.2305537,0.30970863,0.0,0.6500412,0.22281285,0.85356414,0.3256865,0.3205949,0.2603857
angry,0.49718595,0.42205966,0.60225964,0.43823883,0.15705416,0.0,0.35638443,0.07236123,0.0,0.15297359,0.22255252,0.14309542,0.36159346,0.0,0.59365237,0.1900869,0.6955579,0.16482665,0.3167309,0.27205932
disgust,0.37395173,0.251178,0.33437434,0.30757302,0.35798153,1.0,0.47951767,0.005552836,1.0,0.26435056,0.45244524,0.20068406,0.3969566,0.0,0.46307912,0.19142193,0.09256171,0.10581628,0.25117105,0.08459587
happy,0.44861314,0.40507224,0.67306954,0.35133213,0.1516723,0.0,0.48133776,0.29818267,0.0,0.34235656,0.58935225,0.3344557,0.4746602,0.0,0.46452788,0.56360817,0.15622476,0.10755107,0.3977175,0.85057837
happy,0.36904746,0.36474404,0.22641747,0.27574,0.90772325,1.0,0.6287512,0.80392575,0.0,0.9185858,0.82722735,0.51546645,0.69819665,0.0,0.28567493,0.6558106,0.7568273,0.09622595,0.24976026,0.74977696
neutral,0.25455365,0.2617682,0.29120854,0.30911243,0.25952142,1.0,0.2711182,0.95432454,1.0,0.06756255,0.26439476,0.6642769,0.5380605,0.0,0.32825702,0.46468887,0.03961142,0.044137582,0.551656,0.17061248
angry,0.41597646,0.44761312,0.40506682,0.3706617,0.263465,1.0,0.43455067,0.5730329,1.0,0.19940986,0.43153015,0.15636699,0.4148983,0.0,0.6899609,0.4449492,0.1538846,0.16228683,0.4173193,0.537422
happy,0.35622686,0.44908637,0.48642492,0.2782467,0.5967791,1.0,0.5197522,0.041761935,1.0,0.77254903,0.4675396,0.4537491,0.41381562,0.0,0.36329895,0.34470487,0.23403943,0.11553327,0.3517255,0.72504324
surprise,0.27962783,0.22486185,0.096412055,0.41460866,0.2794636,0.0,0.46176025,0.025323942,0.0,0.13369451,0.2890916,0.13096853,0.36635226,0.0,0.42524338,0.14308806,0.73874724,0.050564233,0.17572442,0.23742767
happy,0.42057577,0.30386913,0.45770252,0.3682918,0.5473703,1.0,0.57338387,0.21198724,0.0,0.70970535,0.5493401,0.12160879,0.39712143,1.0,0.3868424,0.51750624,0.03217996,0.13251907,0.59715444,0.49304566
neutral,0.3148751,0.3834553,0.40540743,0.34083727,0.27970058,0.0,0.3478222,0.032034133,1.0,0.33242285,0.2588707,0.4068313,0.51219016,0.0,0.39865434,0.39872745,0.02185834,0.2629241,0.042789713,0.51939666
angry,0.57345974,0.18824406,0.27565193,0.42278665,0.25785583,1.0,0.2838542,0.014918328,1.0,0.18473929,0.1138047,0.21783708,0.49443325,0.0,0.47480297,0.3397478,0.4700893,0.0678604,0.133978,0.087690726
happy,0.36380208,0.54125386,0.42723036,0.27948326,0.8994372,1.0,0.5189333,0.24389209,1.0,0.9567561,0.7708053,0.030631935,0.48180485,0.0,0.16962847,0.53823656,0.30947664,0.1048334,0.3471621,0.7721201
happy,0.253768,0.19939077,0.18117212,0.32922864,0.7887552,1.0,0.52125466,0.026263542,1.0,0.8933012,0.9026249,0.3521919,0.47057366,0.0,0.45949122,0.7196569,0.3051708,0.055646118,0.4003091,0.6899054
surprise,0.3949636,0.2387905,0.34530705,0.31043145,0.1887061,1.0,0.43058816,0.02974758,1.0,0.26831177,0.26491103,0.17854185,0.3534019,1.0,0.51285297,0.33340174,0.8674989,0.1183093,0.4126917,0.27119732
disgust,0.23760076,0.28044525,0.33299938,0.4451653,0.090128414,0.0,0.3152421,0.07693068,0.0,0.12724558,0.29268986,0.23570439,0.5654414,0.0,0.19261305,0.46310806,0.038645003,0.044860158,0.05937266,0.082519494
neutral,0.15911269,0.17771423,0.29223827,0.34376916,0.20739232,0.0,0.3133494,0.27258202,1.0,0.18701144,0.51659745,0.5778409,0.4518194,0.0,0.50460005,0.37779483,0.122726664,0.12840351,0.51495206,0.084790446
disgust,0.39854932,0.29596815,0.26644534,0.345222,0.26001626,1.0,0.51224554,0.1090226,0.0,0.38486874,0.55237234,0.24363838,0.5034961,0.0,0.59728503,0.35070294,0.6672646,0.09614112,0.62477255,0.4074834
angry,0.27804703,0.11305238,0.51673853,0.2946324,0.2755369,1.0,0.3130568,0.57093513,1.0,0.11846781,0.31379873,0.07654379,0.3280248,0.0,0.299498,0.38057876,0.54621696,0.118392706,0.073580176,0.19006397
neutral,0.15934363,0.17855896,0.20809963,0.28578255,0.27478698,0.0,0.2689909,0.19995868,0.0,0.14572045,0.21553503,0.10733396,0.4754122,0.0,0.4726437,0.3640293,0.12420993,0.14877962,0.44728795,0.3433424
happy,0.38036916,0.23757312,0.39232764,0.40109858,0.8710332,1.0,0.5197203,0.40067685,0.0,0.93757445,0.7468526,0.028051943,0.47999656,1.0,0.20933057,0.31991985,0.93174416,0.08715167,0.13838522,0.78415346
angry,0.43461427,0.19030425,0.22456309,0.28083813,0.095834516,1.0,0.33942357,0.0008921339,1.0,0.043658577,0.31452125,0.14981133,0.480589,0.0,0.24121477,0.18029693,0.024838148,0.08485508,0.07855893,0.1036443
neutral,0.4104728,0.26809183,0.21616402,0.32155445,0.4083437,0.0,0.36637825,0.008642564,1.0,0.21418527,0.68702424,0.71178,0.5103623,0.0,0.54509795,0.80624366,0.0017528095,0.045467068,0.03525477,0.038334865
angry,0.26586163,0.16917583,0.7401784,0.28322947,0.45526913,1.0,0.48029864,0.04052323,0.0,0.54226387,0.5386103,0.2206446,0.32120675,1.0,0.5866019,0.331164,0.8956666,0.12663606,0.4469005,0.5603205
surprise,0.27725327,0.3433867,0.42237896,0.3707543,0.40500626,1.0,0.33046287,0.8804883,0.0,0.25872278,0.54057705,0.28885165,0.32609504,1.0,0.5114101,0.11848303,0.99531627,0.59294444,0.033317115,0.35490438
neutral,0.25508952,0.24207851,0.2585782,0.4514133,0.20937324,0.0,0.285048,0.004721956,0.0,0.1363075,0.29191414,0.046977844,0.43652406,0.0,0.4822309,0.19938353,0.17959325,0.058008865,0.14943264,0.2628168
surprise,0.39984283,0.20263849,0.35774317,0.39785177,0.27863777,0.0,0.2588924,0.6329173,0.0,0.162671,0.10044677,0.07478151,0.25531548,1.0,0.6229752,0.036536563,0.9995691,0.5259769,0.16350181,0.23790699
neutral,0.49482757,0.23402971,0.32403055,0.3674543,0.1338336,0.0,0.14257494,0.0035291035,1.0,0.1030271,0.32997802,0.4336435,0.5499877,0.0,0.3452468,0.5609938,0.025257448,0.04525361,0.26021135,0.046561137
happy,0.32703122,0.28161794,0.4433899,0.2609326,0.40543684,0.0,0.4457175,0.022152325,1.0,0.7854362,0.3427944,0.27285323,0.54752034,0.0,0.46935531,0.49789613,0.114215344,0.081142835,0.36343402,0.6110529
angry,0.41751492,0.34341845,0.35596088,0.362981,0.18193634,0.0,0.2667807,0.00073444686,1.0,0.19525456,0.35534897,0.27762267,0.5132605,0.0,0.48113468,0.46778986,0.023474881,0.05995323,0.39296123,0.40510148
surprise,0.32179713,0.14081319,0.4849725,0.29049745,0.3908891,1.0,0.42958915,0.067798264,0.0,0.38434404,0.32949346,0.50042695,0.31534618,1.0,0.598218,0.07937467,0.96515834,0.34984168,0.40116727,0.369942
sad,0.33693883,0.28565657,0.63458663,0.3175156,0.2641141,1.0,0.5571341,0.0059883543,1.0,0.2052266,0.24304095,0.1401385,0.4363082,0.0,0.33915743,0.13290592,0.24697684,0.10447188,0.10448872,0.6000937
surprise,0.45218897,0.30501524,0.50102127,0.34636292,0.29044068,0.0,0.3955531,0.01653179,1.0,0.09279753,0.5434913,0.19620118,0.28907815,1.0,0.48455384,0.46690938,0.98613286,0.52296466,0.2526927,0.29360062
disgust,0.23802467,0.21588822,0.55625653,0.3572615,0.07649347,0.0,0.24044614,0.00075989217,1.0,0.024653364,0.2786503,0.5747898,0.46372432,0.0,0.7118821,0.3142884,0.95289767,0.17089592,0.040358763,0.11775812
disgust,0.2741469,0.4142402,0.11939795,0.45636156,0.14431308,0.0,0.17374077,0.21848609,0.0,0.13914421,0.23022948,0.10457967,0.5195702,0.0,0.49179608,0.22169694,0.12483122,0.16595188,0.044674937,0.047154114
happy,0.33435726,0.22961904,0.36107528,0.28275543,0.84194165,1.0,0.6111349,0.6334488,1.0,0.9267341,0.7087854,0.225108,0.42291373,0.0,0.29555368,0.58967197,0.4275799,0.045786146,0.17874116,0.80749804
neutral,0.25727606,0.08016744,0.39271942,0.54477906,0.10013825,1.0,0.19278477,0.08393045,0.0,0.0580758,0.6416848,0.18959473,0.42562893,0.0,0.48380038,0.6173725,0.009781359,0.11371004,0.08326912,0.029534118
neutral,0.35488594,0.14454368,0.3631385,0.33968323,0.15717633,0.0,0.2682585,0.34753314,0.0,0.052528083,0.31078762,0.20865543,0.63784033,0.0,0.4019154,0.66493326,0.009644664,0.051909927,0.36117902,0.32951936
disgust,0.40260535,0.241793,0.39541548,0.381171,0.20602934,0.0,0.4715784,0.12635122,1.0,0.2853888,0.28373224,0.28677893,0.4057361,0.0,0.3348969,0.22422855,0.037115697,0.05346482,0.133275,0.079882964
neutral,0.38599902,0.26379824,0.42769888,0.24612316,0.17113706,1.0,0.35616526,0.07858216,0.0,0.17476226,0.41828457,0.2660362,0.41482255,0.0,0.46338308,0.31814146,0.02501904,0.15738249,0.47694966,0.54904944
surprise,0.43390575,0.37522715,0.35592347,0.6623057,0.1108885,0.0,0.16730762,0.0022502386,0.0,0.16262943,0.15511459,0.13823067,0.6136189,1.0,0.629104,0.4684422,0.96975535,0.186943,0.24872622,0.2259017
disgust,0.5273411,0.27491507,0.3213975,0.36479798,0.12576619,1.0,0.39593887,0.0091049215,0.0,0.16394329,0.19400994,0.22584733,0.33632442,0.0,0.4646658,0.12614872,0.20714654,0.088776484,0.56895477,0.29990852
happy,0.4000515,0.35039905,0.41624996,0.2706143,0.44229326,1.0,0.42619088,0.40480852,1.0,0.7542014,0.58442,0.4884985,0.31940866,1.0,0.38216084,0.44301376,0.00805027,0.18117124,0.2748469,0.704604
angry,0.24276015,0.29985437,0.3843593,0.35717663,0.315569,1.0,0.38619617,0.71462625,0.0,0.26383734,0.19506246,0.44987014,0.31216103,1.0,0.696178,0.037816774,0.99894196,0.63827854,0.02799213,0.24723752
neutral,0.3495495,0.24383986,0.117032126,0.44242346,0.10544613,0.0,0.26870623,0.0004724071,0.0,0.18145102,0.07684456,0.06297246,0.44001016,0.0,0.25623655,0.23267509,0.30294514,0.022062985,0.21365546,0.09364301
happy,0.44260418,0.40658188,0.58283144,0.35197303,0.4288684,1.0,0.5243624,0.7057629,1.0,0.70411134,0.5859029,0.17470618,0.45314756,0.0,0.24672815,0.35189435,0.5458775,0.052376654,0.16720097,0.8332769
fear,0.45647657,0.24600168,0.42628983,0.31164044,0.2050236,1.0,0.35324126,0.058130812,0.0,0.20729138,0.34145865,0.064429305,0.36943278,0.0,0.44078994,0.4415629,0.013814671,0.24433674,0.42776605,0.54033005
happy,0.278752,0.19091983,0.35109785,0.29786128,0.46284264,1.0,0.36260587,0.95745367,1.0,0.53363854,0.7997904,0.30710045,0.45791894,0.0,0.3228622,0.63149565,0.016046906,0.033685915,0.36644793,0.35648122
surprise,0.34698862,0.17356475,0.52446985,0.366222,0.3099712,1.0,0.3621821,0.78032285,0.0,0.13816553,0.35846117,0.08795817,0.21561544,1.0,0.5291115,0.012832464,0.9990527,0.82652885,0.020970788,0.36337596
happy,0.29613245,0.21663398,0.55805594,0.24945596,0.6911931,1.0,0.448961,0.65966153,0.0,0.88813066,0.7922274,0.3904234,0.53925335,0.0,0.44051254,0.6085363,0.04110006,0.057389133,0.23918788,0.7458674
fear,0.42317468,0.25260925,0.6892003,0.28931215,0.2786942,0.0,0.35996974,0.042492907,0.0,0.12022096,0.25929946,0.21695252,0.5198617,0.0,0.35684234,0.36701924,0.9604191,0.33277586,0.23359454,0.35036302
angry,0.3055153,0.38239262,0.3921432,0.30551565,0.2755634,0.0,0.49532932,0.029812686,1.0,0.22592203,0.32218945,0.16457474,0.35820383,0.0,0.6859278,0.16725352,0.3517123,0.11477345,0.065460615,0.5379119
happy,0.44215235,0.2628784,0.6097067,0.27443427,0.26533875,0.0,0.46234035,0.29689658,1.0,0.29951397,0.3648785,0.15349428,0.36686003,1.0,0.29207435,0.39353782,0.26537478,0.10302258,0.19098975,0.4616788
happy,0.26152343,0.27839133,0.22486214,0.304703,0.57823056,1.0,0.4761514,0.20076175,1.0,0.78263015,0.72907436,0.3559334,0.4020262,0.0,0.17632937,0.35539025,0.1003266,0.10624923,0.25701362,0.83132476
surprise,0.37890753,0.21774994,0.4213185,0.6846798,0.14402248,0.0,0.17547727,0.0019139788,0.0,0.06036101,0.16645227,0.20710172,0.32356933,1.0,0.45456737,0.10148776,0.99964035,0.5716346,0.057438217,0.07747939
angry,0.30215812,0.08870885,0.47560495,0.3195514,0.16030082,0.0,0.2593514,0.16700123,1.0,0.22229321,0.48270312,0.2538577,0.3900401,0.0,0.27761033,0.49315906,0.11784128,0.12142891,0.22959448,0.13138871
neutral,0.2274895,0.26859128,0.25737017,0.4123899,0.31351513,0.0,0.37211594,0.084206305,0.0,0.087791376,0.25717172,0.15080035,0.53573495,0.0,0.5065057,0.40449265,0.7552965,0.11412623,0.26182947,0.23465227
happy,0.4929941,0.47977522,0.5401661,0.26462573,0.53159726,0.0,0.5274812,0.009240117,1.0,0.89746416,0.76972747,0.20153219,0.53457826,0.0,0.26328892,0.2704245,0.4026015,0.106390364,0.5335156,0.64945
happy,0.23454663,0.2682387,0.32643592,0.267994,0.5191347,1.0,0.5112775,0.796934,0.0,0.7632611,0.59487796,0.31796357,0.44547814,0.0,0.36463505,0.5154321,0.054327678,0.2542349,0.24918613,0.36773
happy,0.4180937,0.2492337,0.4354979,0.39244428,0.50933826,1.0,0.43669495,0.0011562307,1.0,0.64792305,0.41000888,0.4992992,0.53939503,0.0,0.5944345,0.455089,0.037220575,0.03721164,0.20636325,0.27446216
neutral,0.4011003,0.36637044,0.26519045,0.3288405,0.51128024,1.0,0.49459377,0.115257286,0.0,0.47690335,0.61081326,0.4086444,0.48633322,0.0,0.39545894,0.6628448,0.08242844,0.13132456,0.46431878,0.08952205
happy,0.3205516,0.17800887,0.3878115,0.28171846,0.3943183,1.0,0.42760536,0.8516745,0.0,0.6920803,0.6931676,0.36695278,0.44649115,0.0,0.21871287,0.5891376,0.026096268,0.10972247,0.6142449,0.3881524
neutral,0.45435178,0.31529456,0.4783179,0.26722625,0.5271517,1.0,0.4881904,0.09352494,1.0,0.7593929,0.7186155,0.34347224,0.2804268,0.0,0.42063484,0.4160018,0.1254295,0.1567502,0.22955638,0.39331338
happy,0.40720323,0.32706234,0.60057527,0.30075935,0.7464047,0.0,0.58662224,0.1160446,1.0,0.92379266,0.7919665,0.22856316,0.46691364,1.0,0.33588636,0.41027343,0.9452578,0.13256013,0.37330917,0.8079245
surprise,0.48646617,0.23976159,0.58783615,0.3817065,0.30844802,1.0,0.33703616,0.8349805,0.0,0.32648548,0.12485652,0.5869759,0.35593072,1.0,0.665413,0.0704664,0.99946636,0.86172795,0.13323222,0.2627442
surprise,0.33972886,0.31036043,0.24786423,0.29609156,0.26884025,0.0,0.305905,0.08707954,1.0,0.17357017,0.7129616,0.38617003,0.3260731,1.0,0.49314445,0.19787481,0.9996412,0.761598,0.17050612,0.26365954
neutral,0.34606457,0.24177104,0.25553855,0.3036036,0.5715844,1.0,0.5370669,0.115466274,0.0,0.6810191,0.7292872,0.32676336,0.50128615,0.0,0.7034013,0.42233878,0.6696406,0.08644712,0.17005956,0.5919904
neutral,0.44070786,0.3023797,0.21100718,0.34566903,0.26238436,0.0,0.36298877,0.041371025,0.0,0.44570544,0.3803255,0.61683905,0.37759838,0.0,0.32021943,0.25509083,0.034853056,0.028646963,0.16645677,0.11264237
happy,0.3799064,0.34429544,0.38086507,0.25958344,0.53649455,1.0,0.6463584,0.8823229,1.0,0.81216544,0.5971951,0.8270412,0.38044527,0.0,0.18091227,0.35865128,0.15945853,0.04802112,0.51447225,0.70413464
fear,0.4099761,0.22327948,0.18564132,0.68504953,0.08988795,0.0,0.14686382,0.014909312,0.0,0.043535717,0.33365563,0.5263661,0.315493,0.0,0.43399325,0.2754825,0.3512202,0.21198149,0.100240596,0.1474614
fear,0.24802501,0.32099256,0.57797986,0.30226722,0.24133185,0.0,0.43620974,0.0012108842,1.0,0.20607919,0.33752915,0.20026794,0.3970738,1.0,0.4685246,0.34458044,0.115769245,0.122891106,0.1727648,0.7643448
fear,0.2907231,0.24801561,0.43281066,0.3012063,0.2823849,1.0,0.5019608,0.044938315,1.0,0.055762116,0.28301844,0.49907675,0.47465467,0.0,0.24272801,0.57280016,0.19188991,0.03839951,0.18591578,0.24493477
